place_id,name,lat,lon,full_address,city,province,postal_code,website,phone
node/6334287537,876 Jamrock Restaurant,43.7425466,-79.5897885,"6210, Finch Avenue West",,,,,
node/6334374227,Tandoori Sangham,43.7507458,-79.5847983,,,,,,
node/6334374234,Lucky Star,43.750793,-79.5843461,,,,,,
node/6334392484,Real Island Flavour,43.7567975,-79.5891988,,,,,,
node/6373214268,Denny's,43.7760736,-79.6038518,"25, Woodstream Boulevard, Woodbridge, L4L 7Y8",Woodbridge,,L4L 7Y8,https://www.dennys.ca/restaurant/ontario/woodbridge/,+1 905-605-8168
node/6373214273,Akita Sushi,43.7760927,-79.6035312,,,,,,
node/6546851772,Tonino Pizzeria & Panini,43.6959783,-79.7999655,"10088, McLaughlin Road North, Brampton, L6V 1A1",Brampton,,L6V 1A1,https://www.toninospizza.ca/,+1-905-495-7737
node/6546851773,Sunrise Caribbean Restaurant,43.6959337,-79.7998984,,,,,,
node/6546873269,Pho Dau Bo,43.7028362,-79.785613,,,,,,
node/6546873274,Prem Sweets & Restaurant,43.7026956,-79.7857645,,,,,,
node/6546873276,Gems Jerk,43.7025929,-79.7858812,,,,,,
node/6546873281,Fan 'D' Flame,43.7023796,-79.786242,,,,,,
node/6546951259,Chung's Caribbean Hut,43.7071117,-79.7876736,,,,,,
node/6546951269,Nando's,43.7076381,-79.7856452,,,,,,
node/6546952102,Toshi Japanese Restaurant,43.7036215,-79.7848177,,,,,,
node/6546952105,Dosa Den,43.7034606,-79.7845991,,,,,https://dosaden.business.site/,+1 905-497-3672
node/6554560737,The Swiss Pick Restaurant,43.7161086,-79.5937586,,,,,,+1-416-800-1222
node/6554560738,Tandoori Masala,43.7149938,-79.5938256,"120, Queen's Plate Drive, Toronto",Toronto,,,,+1-416-747-7000
node/6558170217,Mundo,43.7851256,-79.5936513,,,,,,
node/6559074149,Pho Asia,43.7853744,-79.5923089,,,,,,
node/6559074166,La Veranda,43.7855903,-79.5935319,,,,,,
node/6559074169,Cento 40,43.7854809,-79.5929559,,,,,,
node/6566641277,Seens Bar & Grill,43.6666383,-79.7398025,,,,,,
node/6571761653,Harbourside Fish&Chips,43.7280415,-79.79643,,,,,,
node/6571761659,Nawab Saab,43.7274722,-79.7973812,"164, Sandalwood Parkway East, Brampton",Brampton,,,https://www.nawabsaab.ca,+1 905-840-9090
node/6571761660,Adobo Fresh Burrito,43.727415,-79.7974332,"164, Sandalwood Parkway East, Brampton, L6Z 3S4",Brampton,,L6Z 3S4,https://freshburrito.ca,+1 289-752-7574
node/7117963100,Sunset Grill,43.684825,-79.7607856,,,,,,
node/7195504184,Pampanga Cuisine,43.6765961,-79.771931,,,,,,
node/7195543531,Indo-Canadian Food Hut,43.6576772,-79.741024,,,,,,
node/7195548286,Eggsmart,43.6764565,-79.7695812,,,,,,
node/7195548290,Stacy Lee's Family Restaurant,43.6760469,-79.768999,,,,,,
node/7195579647,Premium Sweets & Desserts,43.6670323,-79.6841685,,,,,,
node/7557094364,Golden Lotus Chinese Cuisine,43.7935213,-79.6250801,,,,,,
node/8238928657,Lee Kitchen,43.6767335,-79.6124719,,,,,,
node/10218386942,Delhi Hub Restaurant,43.6766111,-79.7465846,"184, Main Street South",,,,,+1-905-450-2777
node/10660381190,Churrasqueira Nova Esperanca BBQ Chicken,43.7010374,-79.7790409,"110, Brickyard Way, Brampton, L6V 4L9",Brampton,,L6V 4L9,http://www.portuguesechicken.ca/,+1 905-457-5592
node/10672010272,Royal Palace,43.7277101,-79.7971945,"164, Sandalwood Parkway East, Brampton, L6Z 3S4",Brampton,,L6Z 3S4,https://royalpalacerestaurant.ca/,+1-905-840-0090
node/10672046270,Brocode Era,43.7102128,-79.7910988,,,,,https://www.brocodeera.ca/,+1 905-495-7132
node/10672046271,Paan & Faluda House,43.71017,-79.7911622,"1, Wexford Road, Brampton, L6Z2W1",Brampton,,L6Z2W1,,+1 905-970-1100
node/10672046275,D Spot Dessert Cafe,43.709886,-79.7908889,"1, Wexford Road, Brampton, L6Z2W1",Brampton,,L6Z2W1,https://dspotdessert.com,
node/10679129068,Annalakshmi,43.7073897,-79.789773,"10086, Hurontario Street, Brampton, L7A 1E5",Brampton,,L7A 1E5,https://annalakshmi.ca,+1 905-230-3672
node/10682199687,Portas Do Mar Bar & Grill,43.694678,-79.7724134,"389, Main Street North, Brampton, L6X 1N7",Brampton,,L6X 1N7,http://portasdomarbarandgrill.com,+1 905-457-9377
node/10684906755,Wimpy's Diner,43.7088737,-79.7919215,"10178, Hurontario Street, Brampton, L7A 0E4",Brampton,,L7A 0E4,https://wimpysdiner.ca/,+1 905-840-0100
node/10693533498,Chicken Master,43.7139507,-79.7998428,"13, Fisherman Drive, Brampton, L7A 2X9",Brampton,,L7A 2X9,https://chickenmaster.com/,+1 905-495-8800
node/10772175115,Anokhi,43.6598228,-79.7215737,"200, County Court Boulevard, Brampton, L6W 4L2",Brampton,,L6W 4L2,https://www.anokhi.ca/,+1 905-459-8200
node/10772175118,Standard Sweets & Restaurant,43.6592993,-79.7210347,"200, County Court Boulevard, Brampton, L6W 4K7",Brampton,,L6W 4K7,https://standardsweets.ca,+1 905-450-0306
node/10772175124,New China Garden,43.6589754,-79.721392,"200, County Court Boulevard, Brampton, L6W 4K7",Brampton,,L6W 4K7,http://www.newchinagarden.ca,+1 905-796-7988
node/10772175127,Pomodoro,43.6588135,-79.7215683,"200, County Court Boulevard, Brampton, L6W 4K7",Brampton,,L6W 4K7,http://www.pomodoro.ca/,+1 905-450-1100
node/10772175128,Lazeez Shawarma,43.6588589,-79.7215188,"200, County Court Boulevard, Brampton, L6W 4K7",Brampton,,L6W 4K7,https://www.lazeezshawarma.com/,+1 905-796-0200
node/10772175130,Pineapple Express Juice Bar,43.6589342,-79.7214324,"200, County Court Boulevard, Brampton, L6W 4K7",Brampton,,L6W 4K7,,
node/10799578099,Bukhara Grill,43.6760682,-79.7460551,"190, Main Street South",,,,https://bukharagrillbrampton.com/,+1 905-453-8585
node/11049559376,Mr. Puffs,43.7061763,-79.7853052,,,,,https://mrpuffs.com,+1 365-333-0066
node/11049928846,Pos Bueno Mexican Restaurant & Bar,43.6843545,-79.7600296,,,,,https://www.posbuenorestaurantbar.com/,+1 647-767-0464
node/11250128522,Honest Vegetarian Indian Restaurant,43.6655337,-79.7317321,,,,,,
node/11473394269,Plaza premium lounge,43.6767061,-79.611349,,,,,,
node/11623086788,Riyasat Sweets & Restaurant,43.741575,-79.5895004,,,,,https://theriyasat.ca/,+19052915644
node/11737940725,Dal & Chal,43.6668804,-79.6843818,,,,,,
node/12328796807,Air Canada Cafe,43.6813989,-79.6143672,,,,,,
node/12360472944,Punjabi By Nature,43.7282115,-79.7969454,,,,,https://www.punjabibynature.ca/,+1-905-846-7700
node/12569472678,Happy Singh Street Eats,43.6581267,-79.7233308,,,,,,
node/12569497956,Nam’s Hakka,43.6637506,-79.7306447,,,,,,
node/12569716870,Grillies,43.6853094,-79.7609377,,,,,,
node/12569740099,Sarbat Foods Indian Cuisine,43.6832118,-79.762357,,,,,,
node/12691956431,Freshii,43.696394,-79.7989295,,,,,,
node/12862664515,Mosaic,43.6865865,-79.6039905,,,,,,
node/13093228979,Madras Cuisine,43.662711,-79.7274382,,,,,,
node/13093235189,Chilli Chicken House,43.6579555,-79.7253018,,,,,,
node/13093244858,Fattoush Mediterranean Grill,43.6578436,-79.723702,,,,,,
node/13093246259,99,43.6634933,-79.7319809,,,,,,
node/13093246260,Pho-Mi,43.6634392,-79.7319496,,,,,,
node/13093246261,Sai Sweets & Restaurant,43.6633998,-79.7319034,,,,,,
node/13093246263,Chawla’s,43.6632729,-79.7317595,,,,,,
node/13093246268,Rose’s Kitchen,43.6630528,-79.7314981,,,,,,
node/13093246273,Royal Paan,43.6633784,-79.731155,,,,,,
node/13093246278,Chat Hut Sweets & Restaurant,43.6635839,-79.730924,,,,,,
node/13360795001,Plaza premium lounge,43.6807182,-79.6130284,,,,,,
node/13360795101,Plaza premium lounge (domestic) -2f,43.6818394,-79.614934,,,,,,
node/13360795103,,43.685449,-79.6197259,,,,,,
node/13370789436,Harihar Thal,43.7414866,-79.5894742,,,,,,
node/13608417550,Tikka Lounge,43.7426639,-79.5893774,,,,,,
way/34517851,Symphony Banquet Hall,43.6648755,-79.6871096,"959, Derry Road East, Mississauga, L5T 2J7",Mississauga,,L5T 2J7,https://symphonyeventcentre.ca,+1-905-564-0244
way/79660813,Lone Star Texas Grill,43.6872276,-79.5972592,"930, Dixon Road, Toronto, M9W 1J9",Toronto,,M9W 1J9,https://lonestartexasgrill.com/locations/etobicoke,+1-416-674-7777
way/79660814,The Keg,43.6862761,-79.5974538,"927, Dixon Road, Toronto, M9W 1J8",Toronto,,M9W 1J8,https://thekeg.com/en/locations/dixon-road,+1-416-675-2311
way/116883779,Pür & Simple,43.6589244,-79.7253457,,,,,,
way/176266024,John's Family Restaurant,43.714301,-79.7994565,"1, Fisherman Drive, Brampton, L7A 2X9",Brampton,,L7A 2X9,https://johnsfamilyrestaurants.com/,+1 905-840-8888
way/215626724,The Keg,43.7045271,-79.7861071,,,,,https://thekeg.com/en/locations/brampton,+1-905-456-3733
way/242666093,Kelsey's,43.7073365,-79.7842062,,,,,,
way/267221105,Flips,43.7042005,-79.7853077,,,,,,
way/432968808,Tokyo Maki Sushi,43.6681985,-79.7351982,"2, Bartley Bull Parkway, Brampton",Brampton,,,,+1-905-456-3988
way/442913076,Heritage India,43.6975825,-79.776173,"485, Main Street North, Brampton, L6X 1N8",Brampton,,L6X 1N8,https://heritageindiarestaurant.ca/,+1-905-451-2600
way/659539586,Yo Amo Tacos,43.764916,-79.5762355,"7034, Islington Avenue, Woodbridge",Woodbridge,,,,
way/675736665,Ruth's Chris Steak House,43.6868894,-79.5998924,,,,,,
node/383551131,,43.7009122,-79.5755607,,,,,,
node/599896641,Chicago Pizza Oven,43.8151937,-79.6176045,,,,,,
node/599896652,St. Philip's Bakery,43.817671,-79.6027558,"5100, Rutherford Road, Vaughan, L4H 2J2",Vaughan,,L4H 2J2,,
node/1185390810,Twin Fish,43.6371371,-79.6915414,,,,,,
node/1185390811,Shoeless Joe's,43.637236,-79.6913456,,,,,,
node/1185390820,Mi'Hito Sushi Lab,43.6374729,-79.6917399,,,,,,
node/1185390824,Taste of Mediterranean,43.6369664,-79.6917774,,,,,,
node/1185390863,World Shewarma King,43.6370032,-79.6917211,,,,,,
node/1185390943,Demetre,43.637537,-79.6916487,,,,,,
node/1185390944,China Palace,43.637044,-79.6916567,,,,,,
node/1185390958,Downtown Mumbai,43.6370944,-79.6916031,,,,,,
node/1409298662,Pita & Grill,43.6457473,-79.704817,,,,,,
node/1409298884,Turtle Jack's,43.6385349,-79.6919899,,,,,,
node/1409298913,Denny's,43.6367452,-79.6928106,,,,,,
node/1409298914,Boston Pizza,43.6364656,-79.6923707,,,,,,
node/1434183701,La Scala Ristorante,43.660289,-79.600464,"2601, Matheson Boulevard East",,,,https://lascalacuisine.com/,+1-905-629-8686
node/1913557856,Antica Osteria Italian Eatery,43.7363611,-79.8228383,,,,,,
node/2078234554,Starving Artist,43.7194654,-79.5692801,"2141, Kipling Avenue, Etobicoke, M9W 4K8",Etobicoke,,M9W 4K8,http://www.starvingartistbar.com/,+1-647-350-8240
node/2495375487,Mandarin,43.6911195,-79.8021903,,,,,,
node/3303286932,India Curry House,43.681475,-79.8049417,,,,,,
node/3317158155,New York Fried Chicken,43.7260759,-79.8319766,,,,,,
node/3485479634,Kelsey's,43.6444629,-79.6342823,,,,,https://www.kelseys.ca,
node/3485479636,Montana's,43.644894,-79.6345451,,,,,https://www.montanas.ca,
node/3824082870,Solarium,43.7135909,-79.5603623,"54, Rexdale Boulevard, Etobicoke, M9W 1N7",Etobicoke,,M9W 1N7,,
node/3855202958,Bakhtar Kabab,43.6461144,-79.6571386,,,,,https://www.bakhtarkabab.ca/,+1-905-670-9944
node/3958936908,Chimney Fresh,43.6430987,-79.7083382,,,,,,+1-905-565-6786
node/3958936910,Zen Gardens,43.6431451,-79.7087009,,,,,http://www.zen-garden.ca/,+1-905-461-2498
node/3958962381,Boulevard Mediterranean Restaurant,43.6425754,-79.7005448,"6781, Hurontario Street",,,,,
node/3959799484,Guru Lukshmi,43.6393148,-79.7159378,,,,,http://www.gurulukshmi.com/,+1-905-795-2299
node/3959799489,Potluck Caribbean Cuisine,43.639148,-79.7161173,,,,,,
node/3959799492,Wild Wing,43.6394004,-79.7158644,,,,,,
node/3975023787,St. Louis Bar & Grill,43.6457023,-79.704753,,,,,,
node/4001723546,Denny's,43.6420594,-79.6315531,,,,,,
node/4004214041,Ariana Halal Meat & Kabob House,43.6753996,-79.8057686,,,,,,
node/4006780648,India's Taste,43.6426071,-79.74715,,,,,,+1-905-450-5959
node/4011412245,Soaltee Restaurant,43.6380904,-79.7284978,,,,,http://soaltee.ca/,+1-905-956-6111
node/4207071169,Jeanie's,43.6551566,-79.6465079,,,,,http://www.jeaniesrestobar.com/,+1-905-564-1400
node/4308837856,The Hakka Club,43.638138,-79.7157848,,,,,,
node/4308837857,Sunset Grill,43.638204,-79.7157204,,,,,,
node/4413809292,Royal Taste,43.7052993,-79.8356261,"10990 Unit # 4, Chinguacousy Road",,,,,+1-905-846-1011
node/4431091592,Sushi-Ya Japan,43.6902092,-79.575937,,,,,https://www.sushiyajapan.com/,+1-416-249-9666
node/4431106990,Milestones,43.6908293,-79.5763656,Dixon Road,,,,https://www.milestonesrestaurants.com/,+1-416-245-6262
node/4432802761,Caribbean Sunrise,43.651539,-79.6645623,,,,,https://sunrisecaribbean.com/,+1-905-564-7800
node/4432802762,The Friendly Grill,43.6507437,-79.6642293,,,,,,
node/4519705891,Scaddabush,43.6893738,-79.584584,,,,,,
node/4519732243,Anchor Bar,43.691191,-79.5757831,,,,,https://www.anchorbar.com/,
node/4519732244,Swiss Chalet,43.6915129,-79.5766307,,,,,,
node/4519732247,Makimono Restaurant,43.6909462,-79.5755987,,,,,https://www.makimono.ca/,+1-416-248-6666
node/4519743001,Ginko Japanese Cuisine,43.6893922,-79.577322,,,,,http://www.ginkojapaneserestaurant.ca/,
node/4519743002,Perkins,43.6919795,-79.5727623,,,,,https://www.perkinsrestaurants.com/,+1-416-240-9741
node/4519743003,Kiwi Rice & Noodle Bar,43.6901841,-79.5760317,,,,,http://www.kiwiricenoodlebar.ca/,
node/4616626977,Pepper Fry South Indian Cuisine,43.6413686,-79.6320904,"1350, Matheson Boulevard East, Mississauga, L4W 4M1",Mississauga,,L4W 4M1,,
node/5053656981,Jack Astor's,43.689206,-79.584508,"25, Carlson Court, Toronto",Toronto,,,http://jackastors.com/,+1-416-213-1688
node/5291140722,Moxie's,43.636346,-79.6908539,"75, Annagem Boulevard, L5T 2Y3",,,L5T 2Y3,,
node/5367350225,DelightPho,43.6553607,-79.7678564,"45, Dusk Drive, Brampton, L6Y 5Z6",Brampton,,L6Y 5Z6,,+1-905-456-6651
node/5371575402,Golden Gate,43.7232126,-79.5600136,,,,,,
node/5379771760,Rajdhani Sweets and Restaurant,43.6877611,-79.8049351,,,,,,
node/5379784708,Doaba Sweets Restaurant,43.6587065,-79.7499873,"305, Charolais Boulevard, Brampton, L6Y 2R2",Brampton,,L6Y 2R2,,
node/5706021524,Brar's Restaurant,43.7380828,-79.5661756,"2646, Islington Avenue, Etobicoke, M9V 2X5",Etobicoke,,M9V 2X5,,+1-416-745-4449
node/5706024224,Bangali Sweets & Restaurant,43.7385239,-79.5654702,"2651, Islington Avenue, Etobicoke, M9V 2X6",Etobicoke,,M9V 2X6,,+1-416-746-9393
node/5706095024,Asia Garden Restaurant,43.7381756,-79.5662003,"2648, Islington Avenue, Etobicoke, M9V 2X5",Etobicoke,,M9V 2X5,,+1-416-749-8333
node/5706096255,Golden Joy Restaurant,43.7353405,-79.5591466,"900, Albion Road, Etobicoke, M9V 1A5",Etobicoke,,M9V 1A5,,+1-416-742-8838
node/5706096825,Dosa Darbar,43.7379303,-79.5672632,"1150, Albion Road, Etobicoke, M9V 1A8",Etobicoke,,M9V 1A8,,+1-416-740-9009
node/5706111821,Afro Continental Restaurant Bar & Grill,43.7345018,-79.5600625,"849, Albion Road, Etobicoke, M9V 1A3",Etobicoke,,M9V 1A3,,+1-416-519-6740
node/5706122121,Farida's halal roti pastries,43.7342503,-79.5595228,"827, Albion Road, Etobicoke, M9V 1H2",Etobicoke,,M9V 1H2,,+1-416-551-3076
node/5709076021,Indar's Roti & Doubles,43.737942,-79.567333,"1152, Albion Road, Etobicoke, M9V 1A8",Etobicoke,,M9V 1A8,,+1-416-745-0009
node/5709082221,Karahi Point,43.7380142,-79.5661523,"2642, Islington Avenue, Etobicoke, M9V 2X5, CA",Etobicoke,,M9V 2X5,,+1-416-746-6555
node/5709137824,King of Babylon Inc,43.7351292,-79.5588086,"900, Albion Road, Etobicoke, M9V 1A5",Etobicoke,,M9V 1A5,,+1-416-746-6637
node/5709168722,Amanecer Salvadoreño Restaurant,43.7388577,-79.5656188,"2663, Islington Avenue, Etobicoke, M9V 1L2",Etobicoke,,M9V 1L2,,+1-416-745-1793
node/5709171821,Madras Dosa,43.7371103,-79.5664664,"1123, Albion Road, Etobicoke, M9V 4J7",Etobicoke,,M9V 4J7,,+1-416-677-3672
node/5709207823,Lemongrass Thai Restaurant,43.7344724,-79.5599983,"847, Albion Road, Etobicoke, M9V 1A3",Etobicoke,,M9V 1A3,,+1-416-744-1368
node/5709266124,Pakwan,43.7382757,-79.5662318,"2652, Islington Avenue, Etobicoke, M9V 2X5",Etobicoke,,M9V 2X5,,
node/5709497928,Rajdhani Sweets & Restaurant,43.7384047,-79.5663115,"2658, Islington Avenue, Etobicoke, M9V 2X5",Etobicoke,,M9V 2X5,,+1-416-748-7108
node/5709533045,Roti Roti Family Restaurant,43.7361101,-79.5637178,"979, Albion Road, Etobicoke, M9V 1A6",Etobicoke,,M9V 1A6,,+1-416-745-9208
node/5709578123,Rita's Kitchen,43.7379827,-79.5675301,"1158, Albion Road, Etobicoke, M9V 1A8",Etobicoke,,M9V 1A8,,+1-416-798-4115
node/5709581221,Shawarma Royal,43.7359364,-79.563337,"967, Albion Road, Etobicoke, M9V 1A6",Etobicoke,,M9V 1A6,,+1-647-430-3588
node/5813870318,Gustoso Panini,43.7189274,-79.5710558,"2140, Kipling Avenue, Etobicoke, M9W 4K5",Etobicoke,,M9W 4K5,,+1-416-748-4800
node/5813870319,Willy's Jerk,43.7190186,-79.5711901,"2140, Kipling Avenue, Etobicoke, M9W 4K5",Etobicoke,,M9W 4K5,,
node/6328248458,Chubby's Fish and Chips,43.7151319,-79.5556407,,,,,,
node/6329863960,Hakka Cottage,43.7138282,-79.559307,,,,,,
node/6329863970,Faley Restaurant,43.7139755,-79.5586592,,,,,,
node/6329863977,Baghlan Kebob & Bakery,43.7140657,-79.5579886,,,,,,
node/6329864288,Hamdi Restaurant,43.7143357,-79.5571189,,,,,,
node/6329875181,Red Rock Restaurant,43.7120024,-79.563864,,,,,,
node/6329886746,Wally's Grill,43.7107228,-79.5657751,,,,,,
node/6333522635,Snapper's Paradise,43.7248162,-79.5508,,,,,,
node/6333522636,Ummai Restaurant,43.7248522,-79.5508284,,,,,,
node/6333522640,Al-Aruba Restaurant,43.725454,-79.5514568,,,,,,
node/6333522641,Etob Restaurant,43.7255039,-79.5514957,,,,,,
node/6349884750,De Place Restaurant & Bar,43.7511468,-79.5488588,,,,,,
node/6350077592,Lotus Vegetarian Restaurant,43.7499313,-79.5492193,,,,,,
node/6350077593,Malado Sushi,43.7499168,-79.5493126,,,,,,
node/6350077594,Thuy Restaurant,43.749906,-79.5493691,,,,,,
node/6350077595,Pho Dau Bo,43.7498957,-79.5494241,,,,,,
node/6350077600,Dac Biet,43.749808,-79.5497909,,,,,,
node/6352704684,Pupuseria Salvadorena Grill,43.7495558,-79.5524619,,,,,,
node/6352705189,Lacostenita,43.7495035,-79.5527736,,,,,,
node/6352705190,Lucky Garden Restaurant,43.7494951,-79.5528355,,,,,,
node/6352717357,Punjabi Taste,43.748941,-79.5606085,,,,,,
node/6352773258,Las Calenas,43.7582311,-79.5698828,,,,,,
node/6352818892,Pho Ha Long Restaurant,43.7600357,-79.5704505,,,,,,
node/6352818900,Peppers Caribbean Restaurant,43.7598551,-79.5711177,"3027, Islington Avenue, North York",North York,,,,
node/6352818906,Vangi Food,43.7595198,-79.5709253,,,,,,
node/6352831312,Lucky Sweets & Restaurant,43.7591259,-79.5706407,,,,,,
node/6373239285,Pho Legend,43.7833458,-79.5746587,"4555, Highway 7, Woodbridge, L4L 1S6",Woodbridge,,L4L 1S6,,+1-905-856-3866
node/6515143145,Phở Ngọc Yến,43.6387773,-79.6434894,"1090, Kamato Road",,,,http://sites.google.com/orderup.ai/ngocyenrestaurant,
node/6546837472,Island Vibez,43.6882789,-79.8049302,,,,,,
node/6546837484,Jamaica Island,43.6867884,-79.8070009,,,,,,
node/6546847855,Wild Wing,43.6822486,-79.8157623,,,,,,
node/6547194174,Me Sabe A Peru,43.7698252,-79.5511732,,,,,,
node/6547194176,Wok With You,43.7698978,-79.550807,,,,,,
node/6547194177,La Empanada Cafe,43.7699123,-79.5507373,,,,,,
node/6561283487,Eastern Sense,43.784414,-79.5669083,,,,,,
node/6561283494,Vaughan City Grill,43.7847916,-79.5658395,,,,,,
node/6561283513,Table Seven Bistro,43.7848071,-79.5674407,,,,,,
node/6561283521,Jonathan's Restaurant,43.7847306,-79.5678337,,,,,,
node/6561290495,Pho Viet Express,43.7850481,-79.5648135,,,,,,
node/6561290502,Copa Cabana,43.7844972,-79.5657107,,,,,,
node/7147403290,Asian One,43.8254536,-79.6099917,,,,,,
node/7147403291,Kasoori,43.8241436,-79.6089636,,,,,,
node/7320195981,The Indian Sweet House,43.6553617,-79.7433106,,,,,,
node/7508939394,Osmow's,43.6370509,-79.6916913,"80, Courtneypark Drive East, Mississauga, L5T 2Y3",Mississauga,,L5T 2Y3,,
node/7557124703,KooKoo's Kitchen,43.8172901,-79.6024394,,,,,,
node/7580704694,Arizona Grill and Lounge,43.6834862,-79.5935113,"215, Carlingview Drive",,,,,
node/7580704735,The Bistro,43.6851114,-79.5936391,,,,,,
node/8295278504,Junior's Jamaican Joint,43.6925927,-79.8177808,"333, Fairhill Avenue, Brampton, L7A 3N9",Brampton,,L7A 3N9,https://www.jrsjamaicanjoint.com/,+1 905 495 6617
node/8986923349,Memphis BBQ,43.7893383,-79.58715,,,,,,
node/9968776305,New Pizza House,43.6903293,-79.8148162,,,,,https://www.newpizzahouse.ca/,+1 905-840-4141
node/9968776306,Guru Sweets and Restaurant,43.690282,-79.8148828,,,,,https://www.gurusweets.ca/,+1 905-840-2200
node/10078622578,Pacini,43.6393058,-79.7131544,,,,,,
node/10746802442,Desi Road,43.6921555,-79.8013368,"185, Fletchers Creek Boulevard, L6X 0Y7",,,L6X 0Y7,https://desiroad.ca/,+1-289-499-1000
node/10884190503,Pepper on the side,43.6992966,-79.8213142,,,,,,
node/11417804798,SunRise Caribbean Restaurant,43.6653498,-79.7805822,,,,,,
node/11667618048,Desi Boyz Indian Restaurant,43.654936,-79.6461158,,,,,,
node/12042617596,Red Wing,43.7140057,-79.5558194,,,,,,
node/12691981379,Sardar J,43.6836481,-79.812151,,,,,,
node/12810759353,Gul Gul,43.7840758,-79.5699132,,,,,,
node/12847797363,Lajawab,43.7189117,-79.5711119,,,,,,
node/12861682404,Fatboi Grill,43.659224,-79.601584,,,,,,
node/12989914403,Cluck Clucks,43.6340194,-79.687703,"70, World Drive, L5T2Z3",,,L5T2Z3,https://cluckcluckschicken.com,+1-289-562-0030
node/13050188123,The Cannery,43.6901725,-79.5835832,,,,,,
way/33729054,Spice Culture,43.6454393,-79.7043403,"25, Aventura Court",,,,,
way/34049396,Montana's,43.635853,-79.6915036,,,,,,
way/34582730,Master Steaks,43.6535541,-79.6442006,"5895, Dixie Road",,,,http://mastersteaks.com/,+1-905-670-3313
way/56238537,The Fancy Dosa House,43.7841328,-79.5696728,,,,,,
way/58796602,Asian Buffet,43.7109016,-79.5688585,,,,,,
way/58854890,Handi Indian Cuisine,43.7145749,-79.5687569,"2068, Kipling Avenue, Etobicoke, M9W 4J9;M9W 4K3",Etobicoke,,M9W 4J9;M9W 4K3,,+14167441248
way/58854919,Pizza Hut,43.7142443,-79.5686577,"2066, Kipling Avenue",,,,,
way/62363976,Galaxie Diner,43.7838861,-79.5708739,,,,,,
way/76001213,Boston Pizza,43.6888107,-79.5857778,"5, Carlson Court",,,,https://bostonpizza.com/,+1-416-679-9320
way/76001433,Tucker's Marketplace,43.6890233,-79.5851189,"15, Carlson Court, Toronto",Toronto,,,https://tuckers.ca/,+1-416-675-8818
way/102640137,Wasabi Grand Buffet,43.6380242,-79.6925875,"98, Courtneypark Drive East, Mississauga",Mississauga,,,http://www.wasabibuffet.ca/,
way/102640143,Turtle Jack's Muskoka Grill,43.6385123,-79.6920026,,,,,,
way/236255071,Chop Steakhouse & Bar,43.6868255,-79.5892385,"801, Dixon Road",,,,https://chop.ca/,+1-416-674-7500
way/380340603,Montana's,43.687279,-79.5860534,"65, Skyway Avenue",,,,https://www.montanas.ca/,
way/382171038,Route 401 Diner,43.7009864,-79.5624706,,,,,,
